employee_id,first_name,last_name,email,department,job_title,hire_date,country,employment_type,manager_id
7182,Catherine,Hernandez,catherine.hernandez@globaltech.com,Finance,Recruiter,2018-10-15,South Korea,Part-Time,4371
7183,Anna,Lopez,anna.lopez@globaltech.com,Quality Assurance,Staff Engineer,2016-07-17,Spain,Contractor,8295
7184,Carolyn,Peterson,carolyn.peterson@globaltech.com,Product,Quality Assurance Engineer,2017-10-26,Ireland,Part-Time,2198
7185,Jack,Porter,jack.porter@globaltech.com,Customer Success,Data Scientist,2015-10-08,Spain,Contractor,7185
7186,William,Moreno,william.moreno@globaltech.com,Data Science,Product Manager,2023-12-24,China,Part-Time,5573
7187,Christine,Perez,christine.perez@globaltech.com,Engineering,Accountant,2023-05-03,Japan,Full-Time,4236
7188,Paul,Porter,paul.porter@globaltech.com,Product,Senior Product Manager,2021-10-03,Ireland,Contractor,999
7189,Kenneth,Thompson,kenneth.thompson@globaltech.com,Finance,Senior Product Manager,2018-01-16,South Korea,Part-Time,10871
7190,Melissa,Collins,melissa.collins@globaltech.com,Information Technology,HR Manager,2021-04-30,Netherlands,Part-Time,2480
7191,Jerry,Cooper,jerry.cooper@globaltech.com,Product,Business Analyst,2019-03-18,Mexico,Part-Time,2715
7192,Jennifer,Rogers,jennifer.rogers@globaltech.com,Manufacturing,Controller,2016-11-10,Switzerland,Contractor,14954
7193,Alexander,Kennedy,alexander.kennedy@globaltech.com,Sales,Product Manager,2020-12-18,Germany,Contractor,2158
7194,Angela,Hicks,angela.hicks@globaltech.com,Information Technology,Senior Product Manager,2023-04-22,Singapore,Full-Time,6021
7195,Helen,Cooper,helen.cooper@globaltech.com,DevOps,Consultant,2019-12-19,Brazil,Part-Time,8708
7196,Carolyn,Garrison,carolyn.garrison@globaltech.com,Strategy,Software Engineer,2017-10-09,Canada,Part-Time,915
7197,Carolyn,Nickerson,carolyn.nickerson@globaltech.com,Operations,Software Engineer,2022-07-27,Spain,Contractor,11115
7198,Lisa,Garrison,lisa.garrison@globaltech.com,Product,Operations Manager,2022-09-20,China,Contractor,5939
7199,Michelle,Ramirez,michelle.ramirez@globaltech.com,DevOps,Account Executive,2024-03-22,Sweden,Contractor,11904
7200,Ronald,Morris,ronald.morris@globaltech.com,Marketing,Quality Assurance Engineer,2024-10-09,Ireland,Contractor,11027
7201,Lisa,Garcia,lisa.garcia@globaltech.com,Engineering,Financial Analyst,2023-05-17,Spain,Contractor,1233
7202,Anthony,Gonzalez,anthony.gonzalez@globaltech.com,Quality Assurance,Marketing Specialist,2020-07-15,United States,Full-Time,1262
7203,Joshua,Nickerson,joshua.nickerson@globaltech.com,Strategy,Staff Engineer,2021-06-08,Switzerland,Part-Time,915
7204,Tyler,Boyd,tyler.boyd@globaltech.com,Product,Sales Representative,2016-02-17,Germany,Part-Time,11115
7205,Adam,Torres,adam.torres@globaltech.com,Business Development,Consultant,2024-04-10,France,Full-Time,7218
7206,Ryan,Miller,ryan.miller@globaltech.com,DevOps,QA Lead,2024-11-02,Germany,Full-Time,12915
7207,John,Gonzalez,john.gonzalez@globaltech.com,Data Science,HR Manager,2017-05-03,France,Full-Time,665
7208,James,Torres,james.torres@globaltech.com,Communications,Software Engineer,2015-07-20,China,Full-Time,6440
7209,Stephen,Burns,stephen.burns@globaltech.com,DevOps,Analyst,2022-06-28,United Kingdom,Full-Time,6766
7210,Carol,Martin,carol.martin@globaltech.com,DevOps,Accountant,2024-06-20,Ireland,Contractor,
7211,Nancy,Henry,nancy.henry@globaltech.com,Communications,Marketing Manager,2023-09-05,Sweden,Part-Time,8510
7212,Jonathan,Nickerson,jonathan.nickerson@globaltech.com,Marketing,Financial Analyst,2017-03-20,Netherlands,Contractor,9368
7213,Raymond,Rodriguez,raymond.rodriguez@globaltech.com,Supply Chain,Software Engineer,2021-06-23,Mexico,Contractor,4302
7214,Brian,Thomas,brian.thomas@globaltech.com,Product,QA Lead,2022-04-11,Brazil,Full-Time,13918
7215,Nancy,Murphy,nancy.murphy@globaltech.com,Marketing,Analyst,2023-11-29,Japan,Contractor,1895
7216,Catherine,Walker,catherine.walker@globaltech.com,Human Resources,Recruiter,2017-12-31,Spain,Part-Time,8763
7217,Frank,Parker,frank.parker@globaltech.com,Information Technology,Sales Director,2019-11-06,Japan,Part-Time,7587
7218,Peter,Henry,peter.henry@globaltech.com,Operations,Business Analyst,2018-10-29,Japan,Part-Time,6003
7219,Amy,Mason,amy.mason@globaltech.com,Information Technology,Marketing Manager,2017-11-01,Australia,Contractor,530
7220,Melissa,Henry,melissa.henry@globaltech.com,Customer Success,Data Scientist,2022-08-25,India,Full-Time,
7221,Ronald,Nickerson,ronald.nickerson@globaltech.com,Legal,Account Executive,2024-03-30,Netherlands,Full-Time,4005
7222,Joshua,Crawford,joshua.crawford@globaltech.com,Manufacturing,Sales Director,2019-08-06,Japan,Full-Time,7625
7223,Jennifer,Crawford,jennifer.crawford@globaltech.com,Customer Success,Analyst,2016-05-01,Switzerland,Contractor,6946
7224,Patrick,Reed,patrick.reed@globaltech.com,Legal,Sales Director,2019-11-24,Mexico,Part-Time,13533
7225,Gary,Mason,gary.mason@globaltech.com,Engineering,Controller,2015-05-23,Canada,Full-Time,1044
7226,Richard,Harris,richard.harris@globaltech.com,Engineering,Consultant,2021-08-21,China,Contractor,11408
7227,Gregory,Wilson,gregory.wilson@globaltech.com,Human Resources,Product Manager,2018-05-30,United States,Full-Time,
7228,Donna,Rodriguez,donna.rodriguez@globaltech.com,Product,QA Lead,2016-04-04,China,Part-Time,9813
7229,James,Wright,james.wright@globaltech.com,Sales,Quality Assurance Engineer,2018-07-18,Hong Kong,Part-Time,2825
7230,Kevin,Price,kevin.price@globaltech.com,Human Resources,Analyst,2018-11-26,Sweden,Part-Time,8415
7231,Aaron,Nickerson,aaron.nickerson@globaltech.com,Customer Success,Product Manager,2017-05-25,Switzerland,Part-Time,6266
7232,Nicole,Morgan,nicole.morgan@globaltech.com,Communications,Solutions Architect,2018-11-08,Ireland,Contractor,6328
7233,Ruth,Davis,ruth.davis@globaltech.com,Strategy,Systems Administrator,2016-08-15,Hong Kong,Contractor,14579
7234,Steven,Scott,steven.scott@globaltech.com,Human Resources,Project Manager,2024-06-23,Japan,Part-Time,2480
7235,Lisa,Stevens,lisa.stevens@globaltech.com,Data Science,Marketing Manager,2021-02-13,South Korea,Full-Time,12314
7236,Christopher,White,christopher.white@globaltech.com,DevOps,Financial Analyst,2024-11-14,United States,Contractor,10075
7237,William,Boyd,william.boyd@globaltech.com,Business Development,Operations Manager,2016-07-07,China,Full-Time,3213
7238,Raymond,Price,raymond.price@globaltech.com,Customer Success,Sales Director,2016-09-23,United Kingdom,Contractor,831
7239,Margaret,Miller,margaret.miller@globaltech.com,DevOps,Accountant,2018-12-26,Germany,Part-Time,8172
7240,Dennis,Williams,dennis.williams@globaltech.com,Legal,Data Analyst,2021-02-13,Germany,Full-Time,
7241,Deborah,Gordon,deborah.gordon@globaltech.com,DevOps,Staff Engineer,2019-08-29,Sweden,Full-Time,7468
7242,Ronald,Moore,ronald.moore@globaltech.com,Product,Data Engineer,2021-07-27,Spain,Contractor,3050
7243,Charles,Jackson,charles.jackson@globaltech.com,Business Development,Financial Analyst,2020-12-31,Italy,Contractor,
7244,Nancy,Walker,nancy.walker@globaltech.com,Finance,Account Executive,2022-10-13,France,Full-Time,11236
7245,Emily,Reeves,emily.reeves@globaltech.com,,Account Executive,2022-08-04,Switzerland,Contractor,3126
7246,Douglas,Ramirez,douglas.ramirez@globaltech.com,Customer Success,Software Engineer,2021-03-23,France,Part-Time,2129
7247,Adam,Wilson,adam.wilson@globaltech.com,Finance,Staff Engineer,2024-06-19,Sweden,Full-Time,5029
7248,Nicole,Reed,nicole.reed@globaltech.com,Information Technology,Systems Administrator,2020-12-12,China,Part-Time,11727
7249,David,Reeves,david.reeves@globaltech.com,Communications,HR Manager,2024-07-16,,Full-Time,6740
7250,Eric,Thompson,eric.thompson@globaltech.com,Data Science,Senior Product Manager,2021-05-20,United Kingdom,Part-Time,7442
7251,Amy,Williams,amy.williams@globaltech.com,Sales,Software Engineer,2017-02-23,Mexico,Part-Time,3173
7252,James,Murphy,james.murphy@globaltech.com,Operations,Senior Software Engineer,2023-07-31,United Kingdom,Contractor,11866
7253,Charles,Ramirez,charles.ramirez@globaltech.com,Data Science,Recruiter,2015-03-05,Germany,Contractor,11932
7254,Pamela,Porter,pamela.porter@globaltech.com,Information Technology,Financial Analyst,2022-11-16,India,Part-Time,4126
7255,Justin,Phillips,justin.phillips@globaltech.com,Supply Chain,QA Lead,2022-09-01,South Korea,Contractor,4723
7256,Justin,Gonzalez,justin.gonzalez@globaltech.com,Legal,Quality Assurance Engineer,2018-10-23,Brazil,Contractor,
7257,Jerry,Campbell,jerry.campbell@globaltech.com,Business Development,Senior Product Manager,2023-12-22,Ireland,Contractor,14393
7258,Kathleen,Kennedy,kathleen.kennedy@globaltech.com,Customer Success,Operations Manager,2017-12-21,Canada,Contractor,10496
7259,Melissa,Torres,melissa.torres@globaltech.com,Product,Staff Engineer,2019-07-07,United States,Part-Time,11904
7260,Jennifer,Crawford,jennifer.crawford@globaltech.com,Communications,Consultant,2017-08-31,Spain,Contractor,12345
7261,Laura,Gonzalez,laura.gonzalez@globaltech.com,Strategy,Recruiter,2019-03-05,China,Part-Time,6253
7262,Adam,Harris,adam.harris@globaltech.com,Human Resources,Solutions Architect,2015-02-21,Mexico,Contractor,6195
7263,Ashley,Gomez,ashley.gomez@globaltech.com,Human Resources,Business Analyst,2023-05-23,Spain,Contractor,8403
7264,Steven,Gordon,steven.gordon@globaltech.com,Legal,Staff Engineer,2024-04-01,Italy,Contractor,566
7265,Deborah,Gomez,deborah.gomez@globaltech.com,Sales,Senior Product Manager,2017-07-02,Australia,Full-Time,
7266,Dennis,Parker,dennis.parker@globaltech.com,Business Development,Solutions Architect,2022-11-30,India,Part-Time,8781
7267,David,Martin,david.martin@globaltech.com,Customer Success,Sales Director,2024-04-04,United Kingdom,Part-Time,2325
7268,Dennis,Gonzalez,dennis.gonzalez@globaltech.com,Supply Chain,Software Engineer,2017-01-26,Singapore,Full-Time,2715
7269,Paul,Campbell,paul.campbell@globaltech.com,Finance,Marketing Manager,2017-07-01,India,Contractor,14114
7270,Stephanie,Mason,stephanie.mason@globaltech.com,DevOps,Analyst,2015-05-28,Hong Kong,Part-Time,11918
7271,Linda,Moore,linda.moore@globaltech.com,Information Technology,Sales Director,2019-05-24,United States,Part-Time,1744
7272,Anna,Jones,anna.jones@globaltech.com,Finance,Solutions Architect,2015-06-27,Hong Kong,Part-Time,11064
7273,Frank,Reeves,frank.reeves@globaltech.com,Information Technology,Operations Manager,2017-10-12,India,Part-Time,10239
7274,Thomas,Reed,thomas.reed@globaltech.com,Data Science,QA Lead,2020-08-11,Canada,Part-Time,8324
7275,Melissa,Edwards,melissa.edwards@globaltech.com,DevOps,Data Scientist,2015-11-17,Spain,Full-Time,691
7276,Frank,Peterson,frank.peterson@globaltech.com,Product,Business Analyst,2023-12-23,Hong Kong,Full-Time,1895
7277,Jeffrey,Price,jeffrey.price@globaltech.com,DevOps,Recruiter,2024-01-19,Japan,Contractor,4747
7278,Scott,Thompson,scott.thompson@globaltech.com,DevOps,Data Scientist,2015-10-20,Japan,Contractor,8080
7279,Sandra,Porter,sandra.porter@globaltech.com,Marketing,Account Executive,2015-08-20,Hong Kong,Contractor,7604
7280,Tyler,Mason,tyler.mason@globaltech.com,Engineering,Marketing Specialist,2015-07-07,Sweden,Full-Time,6298
7281,Mary,Rogers,mary.rogers@globaltech.com,Strategy,HR Manager,2021-01-02,India,Part-Time,13277
7282,Brenda,Campbell,brenda.campbell@globaltech.com,Business Development,Account Executive,2022-08-25,South Korea,Part-Time,13909
7283,Nicole,Wright,nicole.wright@globaltech.com,Legal,HR Specialist,2020-12-17,China,Full-Time,8563
7284,Michelle,Davis,michelle.davis@globaltech.com,Quality Assurance,Controller,2020-11-03,Ireland,Contractor,11097
7285,Jacob,Smith,jacob.smith@globaltech.com,Manufacturing,Recruiter,2017-12-03,South Korea,Part-Time,479
7286,Katherine,Morgan,katherine.morgan@globaltech.com,Product,Data Analyst,2018-06-16,South Korea,Contractor,9952
7287,Eric,Price,eric.price@globaltech.com,Supply Chain,Operations Manager,2015-05-22,Germany,Part-Time,7040
7288,Rebecca,Martinez,rebecca.martinez@globaltech.com,Business Development,Operations Manager,2020-04-30,Spain,Contractor,742
7289,Matthew,Bennett,matthew.bennett@globaltech.com,Sales,Financial Analyst,2021-05-31,Switzerland,Contractor,14579
7290,Anna,Phillips,anna.phillips@globaltech.com,Legal,QA Lead,2021-03-26,United States,Part-Time,888
7291,Jonathan,Morris,jonathan.morris@globaltech.com,Communications,Controller,2018-02-10,South Korea,Full-Time,6618
7292,Deborah,Ramos,deborah.ramos@globaltech.com,Strategy,Project Manager,2022-12-08,France,Contractor,9206
7293,Anthony,Ramos,anthony.ramos@globaltech.com,Quality Assurance,Software Engineer,2017-04-19,Australia,Part-Time,6559
7294,Barbara,Bell,barbara.bell@globaltech.com,Manufacturing,Solutions Architect,2024-08-02,France,Full-Time,14021
7295,Shirley,King,shirley.king@globaltech.com,Engineering,Recruiter,2023-08-06,France,Contractor,4919
7296,Joshua,Morgan,joshua.morgan@globaltech.com,DevOps,Project Manager,2023-09-03,Sweden,Full-Time,4749
7297,Anthony,Peterson,anthony.peterson@globaltech.com,Supply Chain,Product Manager,2024-12-07,Mexico,Contractor,9165
7298,Stephen,Sanchez,stephen.sanchez@globaltech.com,Finance,Marketing Manager,2024-04-23,Sweden,Contractor,5755
7299,William,Rodriguez,william.rodriguez@globaltech.com,Product,Recruiter,2020-05-22,Ireland,Part-Time,9277
7300,Elizabeth,Torres,elizabeth.torres@globaltech.com,Supply Chain,Sales Representative,2016-05-07,Hong Kong,Part-Time,5402
7301,Kimberly,Crawford,kimberly.crawford@globaltech.com,Manufacturing,Data Engineer,2015-02-17,Italy,Part-Time,5287
7302,Susan,Williams,susan.williams@globaltech.com,Operations,Sales Representative,2017-04-06,France,Contractor,10830
7303,Brandon,Dixon,brandon.dixon@globaltech.com,Information Technology,Account Executive,2016-07-16,China,Full-Time,5316
7304,Henry,Young,henry.young@globaltech.com,Operations,Senior Product Manager,2020-12-10,Canada,Part-Time,5820
7305,Shirley,Henry,shirley.henry@globaltech.com,Manufacturing,HR Specialist,2017-04-15,Brazil,Part-Time,
7306,Anna,Bennett,anna.bennett@globaltech.com,Strategy,Marketing Specialist,2022-02-20,Netherlands,Part-Time,13412
7307,Michelle,Gordon,michelle.gordon@globaltech.com,Strategy,Business Analyst,2018-10-15,Hong Kong,Full-Time,3364
7308,Dorothy,Stevens,dorothy.stevens@globaltech.com,Finance,QA Lead,2024-12-16,Spain,Full-Time,12561
7309,Timothy,Moreno,timothy.moreno@globaltech.com,Legal,Software Engineer,2017-10-01,Japan,Full-Time,4709
7310,Dorothy,Cooper,dorothy.cooper@globaltech.com,Sales,Data Analyst,2020-09-08,Italy,Full-Time,2129
7311,Carolyn,Nickerson,carolyn.nickerson@globaltech.com,Strategy,Data Analyst,2016-01-03,United States,Contractor,10148
7312,Donna,Boyd,donna.boyd@globaltech.com,Business Development,Marketing Manager,2020-12-30,Hong Kong,Contractor,11803
7313,Emma,Fox,emma.fox@globaltech.com,Engineering,Marketing Manager,2021-04-23,Sweden,Contractor,13419
7314,Helen,King,helen.king@globaltech.com,Data Science,Sales Director,2017-11-06,Canada,Contractor,6080
7315,Cynthia,Dixon,cynthia.dixon@globaltech.com,Sales,Systems Administrator,2023-02-11,South Korea,Contractor,10898
7316,Amy,Fox,amy.fox@globaltech.com,Operations,Sales Representative,2019-10-27,Mexico,Part-Time,
7317,Carol,Bennett,carol.bennett@globaltech.com,Legal,Operations Manager,2018-12-06,India,Part-Time,12547
7318,Jessica,Moreno,jessica.moreno@globaltech.com,Human Resources,Senior Product Manager,2024-05-29,Canada,Part-Time,
7319,Samantha,Johnson,samantha.johnson@globaltech.com,Legal,Consultant,2024-09-25,Hong Kong,Full-Time,507
7320,Angela,Nickerson,angela.nickerson@globaltech.com,Quality Assurance,Marketing Specialist,2016-08-15,Japan,Contractor,3303
7321,Carol,Stevens,carol.stevens@globaltech.com,Information Technology,Marketing Manager,2024-12-06,United States,Part-Time,13142
7322,Angela,Taylor,angela.taylor@globaltech.com,Finance,Data Analyst,2021-12-16,India,Part-Time,11053
7323,Charles,Lopez,charles.lopez@globaltech.com,Communications,Project Manager,2021-02-05,United Kingdom,Full-Time,11871
7324,Paul,Allen,paul.allen@globaltech.com,Business Development,Sales Representative,2018-02-22,Switzerland,Contractor,12821
7325,Helen,Phillips,helen.phillips@globaltech.com,Sales,Financial Analyst,2022-10-11,Spain,Part-Time,8135
7326,Jose,Jackson,jose.jackson@globaltech.com,Business Development,Software Engineer,2020-03-06,Sweden,Full-Time,1058
7327,Michael,Knox,michael.knox@globaltech.com,Data Science,Analyst,2017-07-29,Sweden,Full-Time,11454
7328,Adam,Torres,adam.torres@globaltech.com,Product,QA Lead,2022-09-14,South Korea,Full-Time,
7329,Nancy,Jackson,nancy.jackson@globaltech.com,Quality Assurance,Senior Software Engineer,2023-12-05,South Korea,Full-Time,
7330,Christopher,Brown,christopher.brown@globaltech.com,Engineering,Consultant,2023-08-18,Netherlands,Part-Time,13122
7331,Barbara,Hernandez,barbara.hernandez@globaltech.com,Information Technology,Software Engineer,2023-10-10,Brazil,Full-Time,5058
7332,Emily,Crawford,emily.crawford@globaltech.com,DevOps,Accountant,2017-04-18,Italy,Part-Time,14717
7333,Brenda,Rogers,brenda.rogers@globaltech.com,Communications,Marketing Specialist,2017-06-22,Germany,Part-Time,10887
7334,Aaron,Garrison,aaron.garrison@globaltech.com,Data Science,HR Specialist,2023-09-08,Sweden,Part-Time,
7335,Benjamin,Porter,benjamin.porter@globaltech.com,Operations,HR Specialist,2015-09-19,China,Contractor,
7336,Susan,Lee,susan.lee@globaltech.com,Customer Success,HR Manager,2024-01-09,Ireland,Contractor,2681
7337,Catherine,Porter,catherine.porter@globaltech.com,Manufacturing,Product Manager,2016-12-16,Singapore,Contractor,8464
7338,Christine,Allen,christine.allen@globaltech.com,Marketing,Marketing Specialist,2024-02-12,Canada,Contractor,6969
7339,Nancy,Morgan,nancy.morgan@globaltech.com,Marketing,Software Engineer,2016-09-28,Japan,Part-Time,5581
7340,Joshua,Lee,joshua.lee@globaltech.com,Legal,HR Specialist,2022-02-06,United Kingdom,Part-Time,5144
7341,Richard,Henry,richard.henry@globaltech.com,Product,Marketing Specialist,2022-11-28,Netherlands,Part-Time,3140
7342,Raymond,Clark,raymond.clark@globaltech.com,Information Technology,Data Engineer,2021-07-02,Switzerland,Part-Time,13640
7343,Patricia,Jones,patricia.jones@globaltech.com,Human Resources,Sales Representative,2017-05-27,Singapore,Part-Time,563
7344,Gregory,Brown,gregory.brown@globaltech.com,Legal,Controller,2019-09-30,United Kingdom,Full-Time,11671
7345,Jessica,Gordon,jessica.gordon@globaltech.com,Business Development,Marketing Specialist,2016-08-27,Brazil,Full-Time,8324
7346,Gregory,Johnson,gregory.johnson@globaltech.com,Marketing,Product Manager,2021-11-17,China,Full-Time,5804
7347,Katherine,Taylor,katherine.taylor@globaltech.com,Manufacturing,Marketing Specialist,2022-04-12,Brazil,Full-Time,11454
7348,Brian,Boyd,brian.boyd@globaltech.com,Engineering,Data Analyst,2015-08-09,Brazil,Part-Time,10847
7349,David,Campbell,david.campbell@globaltech.com,Legal,Product Manager,2022-01-24,United Kingdom,Contractor,8343
7350,David,Young,david.young@globaltech.com,Information Technology,Sales Representative,2020-11-09,Sweden,Contractor,
7351,Edward,Mason,edward.mason@globaltech.com,Supply Chain,Solutions Architect,2023-04-09,Spain,Part-Time,2371
7352,Jennifer,Porter,jennifer.porter@globaltech.com,Communications,Systems Administrator,2019-01-24,Mexico,Part-Time,5737
7353,Ryan,Harris,ryan.harris@globaltech.com,Product,Data Engineer,2021-09-11,Italy,Full-Time,8160
7354,Daniel,Ramirez,daniel.ramirez@globaltech.com,DevOps,Recruiter,2023-07-07,South Korea,Contractor,10368
7355,Raymond,Harris,raymond.harris@globaltech.com,Business Development,Data Scientist,2023-03-19,Sweden,Part-Time,4771
7356,Catherine,Perez,catherine.perez@globaltech.com,Business Development,Staff Engineer,2023-04-23,Japan,Contractor,10239
7357,Tyler,Gordon,tyler.gordon@globaltech.com,Legal,Account Executive,2024-07-02,Brazil,Full-Time,4510
7358,Gary,Boyd,gary.boyd@globaltech.com,Marketing,Data Scientist,2023-04-17,Mexico,Full-Time,10971
7359,Kevin,Scott,kevin.scott@globaltech.com,Communications,HR Specialist,2016-06-16,India,Part-Time,14062
7360,Larry,Jackson,larry.jackson@globaltech.com,Manufacturing,Marketing Manager,2019-11-11,Italy,Contractor,1076
7361,Amanda,Reed,amanda.reed@globaltech.com,Quality Assurance,Accountant,2022-11-17,Brazil,Full-Time,8531
7362,David,Jackson,david.jackson@globaltech.com,Sales,HR Manager,2016-01-09,South Korea,Part-Time,
7363,Emma,Perez,emma.perez@globaltech.com,DevOps,QA Lead,2021-05-30,Japan,Full-Time,12000
7364,Amy,Bell,amy.bell@globaltech.com,Information Technology,Business Analyst,2017-05-21,France,Full-Time,1641
7365,Joshua,Thomas,joshua.thomas@globaltech.com,Supply Chain,Quality Assurance Engineer,2020-09-09,United States,Contractor,8464
7366,Raymond,Reeves,raymond.reeves@globaltech.com,Legal,Accountant,2018-11-14,United Kingdom,Full-Time,7357
7367,Jason,Ramirez,jason.ramirez@globaltech.com,Human Resources,Accountant,2019-08-22,Canada,Part-Time,6629
7368,Jack,Young,jack.young@globaltech.com,Manufacturing,Consultant,2016-04-22,India,Contractor,732
7369,Katherine,Peterson,katherine.peterson@globaltech.com,Engineering,Data Engineer,2015-09-15,Switzerland,Contractor,3364
7370,Jennifer,Warren,jennifer.warren@globaltech.com,Supply Chain,Data Scientist,2017-10-31,China,Full-Time,4808
7371,Adam,Crawford,adam.crawford@globaltech.com,Human Resources,Data Scientist,2023-05-10,South Korea,Part-Time,6618
7372,Richard,Johnson,richard.johnson@globaltech.com,Marketing,Data Analyst,2021-11-10,Hong Kong,Part-Time,4527
7373,Raymond,Campbell,raymond.campbell@globaltech.com,Business Development,Analyst,2024-02-28,Hong Kong,Contractor,9505
7374,Carol,Harris,carol.harris@globaltech.com,Manufacturing,Project Manager,2018-07-19,Japan,Part-Time,12613
7375,Karen,Martin,karen.martin@globaltech.com,Communications,Senior Product Manager,2018-07-10,China,Contractor,967
7376,Melissa,Edwards,melissa.edwards@globaltech.com,Marketing,Account Executive,2024-11-06,Canada,Contractor,7861
7377,Jack,Allen,jack.allen@globaltech.com,Manufacturing,Business Analyst,2016-10-13,Japan,Part-Time,2651
7378,Douglas,Jones,douglas.jones@globaltech.com,Engineering,Controller,2015-06-06,China,Full-Time,3617
7379,Stephen,Reed,stephen.reed@globaltech.com,Communications,Solutions Architect,2021-06-09,Australia,Full-Time,10691
7380,Steven,Harris,steven.harris@globaltech.com,Operations,Sales Director,2019-09-14,United States,Part-Time,9691
7381,Stephanie,Lewis,stephanie.lewis@globaltech.com,Operations,Project Manager,2016-10-30,Sweden,Full-Time,3138
7382,Rachel,Reeves,rachel.reeves@globaltech.com,Product,Accountant,2018-11-29,Switzerland,Contractor,13613
7383,Stephen,Ramirez,stephen.ramirez@globaltech.com,Information Technology,Analyst,2021-06-07,Netherlands,Full-Time,2475
7384,Charles,Clark,charles.clark@globaltech.com,Sales,Controller,2018-01-17,India,Part-Time,
7385,Elizabeth,Rodriguez,elizabeth.rodriguez@globaltech.com,Communications,Recruiter,2016-11-28,Australia,Full-Time,6740
7386,Robert,Campbell,robert.campbell@globaltech.com,Information Technology,Analyst,2018-10-25,Singapore,Part-Time,7063
7387,Joshua,Wright,joshua.wright@globaltech.com,Business Development,Data Analyst,2016-10-29,India,Part-Time,2926
7388,Carolyn,Reed,carolyn.reed@globaltech.com,Sales,Controller,2022-08-21,Brazil,Part-Time,10000
7389,Karen,Bell,karen.bell@globaltech.com,Communications,Sales Director,2017-06-19,Australia,Full-Time,10356
7390,Patricia,Jones,patricia.jones@globaltech.com,Quality Assurance,Business Analyst,2021-09-20,Brazil,Part-Time,9340
7391,Rebecca,Kemp,rebecca.kemp@globaltech.com,Engineering,Accountant,2019-10-28,Singapore,Part-Time,11007
7392,Ryan,Lee,ryan.lee@globaltech.com,Communications,Marketing Manager,2022-05-16,United States,Full-Time,11371
7393,Jacob,King,jacob.king@globaltech.com,Information Technology,Recruiter,2020-11-08,China,Full-Time,13948
7394,Larry,Jackson,larry.jackson@globaltech.com,Engineering,Recruiter,2019-06-09,Singapore,Contractor,
7395,Kathleen,Mason,kathleen.mason@globaltech.com,Operations,Systems Administrator,2024-11-08,Spain,Contractor,10691
7396,Pamela,Reeves,pamela.reeves@globaltech.com,Sales,Systems Administrator,2015-01-03,Spain,Part-Time,10964
7397,Daniel,Clark,daniel.clark@globaltech.com,Data Science,Marketing Specialist,2022-12-08,Germany,Part-Time,4764
7398,Margaret,King,margaret.king@globaltech.com,Sales,Sales Representative,2016-02-03,Spain,Contractor,13487
7399,Patrick,Gonzalez,patrick.gonzalez@globaltech.com,Data Science,Staff Engineer,2016-11-25,Germany,Contractor,3173
7400,Dorothy,Mason,dorothy.mason@globaltech.com,Legal,HR Manager,2023-09-27,Japan,Contractor,2681
7401,David,Warren,david.warren@globaltech.com,DevOps,Consultant,2017-02-27,China,Part-Time,9397
7402,Catherine,Reeves,catherine.reeves@globaltech.com,,Software Engineer,2022-02-05,Switzerland,Part-Time,4585
7403,Edward,Edwards,edward.edwards@globaltech.com,Supply Chain,QA Lead,2016-07-16,United States,Full-Time,10000
7404,Patricia,Hicks,patricia.hicks@globaltech.com,Product,Account Executive,2016-01-14,Sweden,Full-Time,
7405,Andrew,Reeves,andrew.reeves@globaltech.com,Quality Assurance,Account Executive,2015-05-10,Netherlands,Part-Time,
7406,William,Davis,william.davis@globaltech.com,Quality Assurance,Quality Assurance Engineer,2016-11-03,India,Part-Time,2788
7407,Sandra,Garrison,sandra.garrison@globaltech.com,Engineering,Sales Director,2024-07-08,Spain,Part-Time,
7408,Nancy,Wright,nancy.wright@globaltech.com,Legal,Data Analyst,2018-07-01,Australia,Full-Time,
7409,Jonathan,Knox,jonathan.knox@globaltech.com,Engineering,Staff Engineer,2022-06-10,Canada,Part-Time,188
7410,David,Jackson,david.jackson@globaltech.com,Manufacturing,Staff Engineer,2021-10-25,South Korea,Contractor,9826
7411,Matthew,Cooper,matthew.cooper@globaltech.com,Legal,Business Analyst,2020-04-19,Switzerland,Full-Time,13759
7412,James,Reyes,james.reyes@globaltech.com,Finance,Sales Director,2017-07-31,Spain,Part-Time,14967
7413,Dennis,Moreno,dennis.moreno@globaltech.com,Customer Success,Marketing Manager,2024-11-18,Japan,Part-Time,8810
7414,Scott,Fox,scott.fox@globaltech.com,Supply Chain,HR Specialist,2020-05-12,Ireland,Part-Time,5758
7415,Edward,Lee,edward.lee@globaltech.com,Product,Quality Assurance Engineer,2017-11-25,France,Contractor,14119
7416,Nicole,King,nicole.king@globaltech.com,Strategy,HR Specialist,2019-07-14,Sweden,Contractor,10578
7417,Benjamin,Cooper,benjamin.cooper@globaltech.com,Information Technology,HR Manager,2016-07-12,Mexico,Contractor,2568
7418,Margaret,Murphy,margaret.murphy@globaltech.com,Data Science,Data Analyst,2022-02-25,Hong Kong,Contractor,14470
7419,Anna,Ramirez,anna.ramirez@globaltech.com,Sales,Solutions Architect,2023-01-21,Hong Kong,Full-Time,9214
7420,Patrick,Mason,patrick.mason@globaltech.com,Supply Chain,Financial Analyst,2015-07-26,United Kingdom,Contractor,9113
